range (byte),stride (byte),niter,t (us)
80288,16,32768,5241.09
80304,16,32768,5241.09
80320,16,32768,5241.09
80336,16,32768,5241.98
80352,16,32768,5241.09
80368,16,32768,5241.09
80384,16,32768,5241.09
80400,16,32768,5241.09
80416,16,32768,5241.09
80432,16,32768,5241.09
80448,16,32768,5241.09
80464,16,32768,5241.09
80480,16,32768,5241.09
80496,16,32768,5241.09
80512,16,32768,5242.11
80528,16,32768,5241.47
80544,16,32768,5241.09
80560,16,32768,5241.09
80576,16,32768,5241.09
80592,16,32768,5241.09
80608,16,32768,5241.09
80624,16,32768,5241.09
80640,16,32768,5241.09
80656,16,32768,5241.09
80672,16,32768,5241.09
80688,16,32768,5241.09
80704,16,32768,5241.47
80720,16,32768,5241.09
80736,16,32768,5241.09
80752,16,32768,5241.09
80768,16,32768,5240.45
80784,16,32768,5241.09
80800,16,32768,5241.09
80816,16,32768,5241.09
80832,16,32768,5241.09
80848,16,32768,5241.09
80864,16,32768,5241.09
80880,16,32768,5241.09
80896,16,32768,5241.47
80912,16,32768,5240.58
80928,16,32768,5240.96
80944,16,32768,5241.09
80960,16,32768,5241.09
80976,16,32768,5241.09
80992,16,32768,5241.09
81008,16,32768,5241.47
81024,16,32768,5241.09
81040,16,32768,5242.11
81056,16,32768,5241.09
81072,16,32768,5241.09
81088,16,32768,5241.47
81104,16,32768,5241.09
81120,16,32768,5241.09
81136,16,32768,5241.09
81152,16,32768,5240.96
81168,16,32768,5241.09
81184,16,32768,5241.09
81200,16,32768,5241.09
81216,16,32768,5240.96
81232,16,32768,5241.09
81248,16,32768,5241.09
81264,16,32768,5241.47
81280,16,32768,5241.09
81296,16,32768,5241.09
81312,16,32768,5241.09
81328,16,32768,5241.09
81344,16,32768,5241.09
81360,16,32768,5241.09
81376,16,32768,5241.09
81392,16,32768,5241.09
81408,16,32768,5241.09
81424,16,32768,5241.09
81440,16,32768,5241.09
81456,16,32768,5241.47
81472,16,32768,5241.47
81488,16,32768,5241.09
81504,16,32768,5241.09
81520,16,32768,5241.09
81536,16,32768,5241.09
81552,16,32768,5241.09
81568,16,32768,5241.47
81584,16,32768,5241.09
81600,16,32768,5241.09
81616,16,32768,5241.09
81632,16,32768,5241.47
81648,16,32768,5241.09
81664,16,32768,5241.47
81680,16,32768,5241.09
81696,16,32768,5241.09
81712,16,32768,5241.09
81728,16,32768,5241.09
81744,16,32768,5241.09
81760,16,32768,5241.09
81776,16,32768,5241.09
81792,16,32768,5241.09
81808,16,32768,5241.09
81824,16,32768,5241.09
81840,16,32768,5240.96
81856,16,32768,5241.98
81872,16,32768,5241.09
81888,16,32768,5241.09
81904,16,32768,5241.09
81920,16,32768,5241.09
81936,16,32768,5241.47
81952,16,32768,5241.09
81968,16,32768,5241.09
81984,16,32768,5241.09
82000,16,32768,5241.09
82016,16,32768,5241.09
82032,16,32768,5241.09
82048,16,32768,5241.47
82064,16,32768,5240.96
82080,16,32768,5241.09
82096,16,32768,5241.09
82112,16,32768,5241.09
82128,16,32768,5241.09
82144,16,32768,5241.09
82160,16,32768,5241.09
82176,16,32768,5241.09
82192,16,32768,5241.09
82208,16,32768,5241.09
82224,16,32768,5241.09
82240,16,32768,5241.09
82256,16,32768,5241.09
82272,16,32768,5241.09
82288,16,32768,5241.09
82304,16,32768,5241.09
82320,16,32768,5241.09
82336,16,32768,5241.09
82352,16,32768,5241.09
82368,16,32768,5241.09
82384,16,32768,5241.09
82400,16,32768,5241.09
82416,16,32768,5241.09
82432,16,32768,5241.09
82448,16,32768,5240.96
82464,16,32768,5241.09
82480,16,32768,5241.09
82496,16,32768,5241.09
82512,16,32768,5241.09
82528,16,32768,5241.09
82544,16,32768,5241.86
82560,16,32768,5241.09
82576,16,32768,5241.09
82592,16,32768,5241.09
82608,16,32768,5241.09
82624,16,32768,5241.09
82640,16,32768,5241.09
82656,16,32768,5241.09
82672,16,32768,5241.09
82688,16,32768,5241.09
82704,16,32768,5241.09
82720,16,32768,5241.09
82736,16,32768,5241.09
82752,16,32768,5241.09
82768,16,32768,5241.98
82784,16,32768,5241.09
82800,16,32768,5241.09
82816,16,32768,5241.09
82832,16,32768,5241.47
82848,16,32768,5241.09
82864,16,32768,5241.47
82880,16,32768,5241.09
82896,16,32768,5241.09
82912,16,32768,5241.47
82928,16,32768,5241.09
82944,16,32768,5241.09
82960,16,32768,5241.09
82976,16,32768,5241.09
82992,16,32768,5241.98
83008,16,32768,5241.09
83024,16,32768,5241.47
83040,16,32768,5241.09
83056,16,32768,5241.09
83072,16,32768,5241.09
83088,16,32768,5241.09
83104,16,32768,5241.09
83120,16,32768,5241.09
83136,16,32768,5241.09
83152,16,32768,5241.6
83168,16,32768,5241.09
83184,16,32768,5241.09
83200,16,32768,5241.09
83216,16,32768,5241.09
83232,16,32768,5241.09
83248,16,32768,5241.09
83264,16,32768,5240.96
83280,16,32768,5241.09
83296,16,32768,5241.09
83312,16,32768,5241.47
83328,16,32768,5241.09
83344,16,32768,5241.09
83360,16,32768,5240.96
83376,16,32768,5241.09
83392,16,32768,5241.09
83408,16,32768,5241.09
83424,16,32768,5241.09
83440,16,32768,5241.09
83456,16,32768,5241.09
83472,16,32768,5240.96
83488,16,32768,5240.83
83504,16,32768,5241.09
83520,16,32768,5240.45
83536,16,32768,5241.09
83552,16,32768,5240.58
83568,16,32768,5241.09
83584,16,32768,5241.47
83600,16,32768,5241.09
83616,16,32768,5241.09
83632,16,32768,5241.6
83648,16,32768,5241.09
83664,16,32768,5241.09
83680,16,32768,5241.09
83696,16,32768,5241.09
83712,16,32768,5240.06
83728,16,32768,5241.6
83744,16,32768,5241.09
83760,16,32768,5241.09
83776,16,32768,5241.09
83792,16,32768,5241.09
83808,16,32768,5241.09
83824,16,32768,5241.09
83840,16,32768,5241.09
83856,16,32768,5241.09
83872,16,32768,5241.6
83888,16,32768,5241.09
83904,16,32768,5241.09
83920,16,32768,5241.09
83936,16,32768,5241.09
83952,16,32768,5241.47
83968,16,32768,5241.09
83984,16,32768,5241.09
84000,16,32768,5241.09
84016,16,32768,5241.09
84032,16,32768,5241.09
84048,16,32768,5241.47
84064,16,32768,5241.09
84080,16,32768,5241.09
84096,16,32768,5241.09
84112,16,32768,5241.6
84128,16,32768,5241.09
84144,16,32768,5241.09
84160,16,32768,5241.47
84176,16,32768,5241.09
84192,16,32768,5241.09
84208,16,32768,5241.47
84224,16,32768,5241.09
84240,16,32768,5241.09
84256,16,32768,5241.47
84272,16,32768,5241.09
84288,16,32768,5241.09
84304,16,32768,5241.09
84320,16,32768,5241.09
84336,16,32768,5241.09
84352,16,32768,5241.09
84368,16,32768,5241.09
84384,16,32768,5240.96
84400,16,32768,5241.6
84416,16,32768,5241.09
84432,16,32768,5241.09
84448,16,32768,5241.86
84464,16,32768,5241.09
84480,16,32768,5241.09
84496,16,32768,5241.09
84512,16,32768,5241.09
84528,16,32768,5241.09
84544,16,32768,5241.09
84560,16,32768,5241.09
84576,16,32768,5241.09
84592,16,32768,5241.98
84608,16,32768,5241.09
84624,16,32768,5241.6
84640,16,32768,5241.09
84656,16,32768,5241.09
84672,16,32768,5241.09
84688,16,32768,5241.09
84704,16,32768,5241.09
84720,16,32768,5241.09
84736,16,32768,5241.09
84752,16,32768,5241.09
84768,16,32768,5241.09
84784,16,32768,5241.09
84800,16,32768,5241.09
84816,16,32768,5241.6
84832,16,32768,5241.09
84848,16,32768,5241.09
84864,16,32768,5241.09
84880,16,32768,5241.98
84896,16,32768,5241.09
84912,16,32768,5241.09
84928,16,32768,5241.09
84944,16,32768,5241.09
84960,16,32768,5241.09
84976,16,32768,5241.09
84992,16,32768,5241.09
85008,16,32768,5241.09
85024,16,32768,5241.09
85040,16,32768,5241.6
85056,16,32768,5241.09
85072,16,32768,5241.6
85088,16,32768,5241.09
85104,16,32768,5241.09
85120,16,32768,5241.09
85136,16,32768,5241.09
85152,16,32768,5241.09
85168,16,32768,5241.98
85184,16,32768,5241.09
85200,16,32768,5241.09
85216,16,32768,5241.09
85232,16,32768,5241.09
85248,16,32768,5241.09
85264,16,32768,5241.09
85280,16,32768,5241.09
85296,16,32768,5241.09
85312,16,32768,5241.09
85328,16,32768,5241.09
85344,16,32768,5241.09
85360,16,32768,5241.09
85376,16,32768,5241.09
85392,16,32768,5241.09
85408,16,32768,5241.09
85424,16,32768,5241.09
85440,16,32768,5241.09
85456,16,32768,5241.47
85472,16,32768,5241.09
85488,16,32768,5241.09
85504,16,32768,5241.09
85520,16,32768,5241.6
85536,16,32768,5241.09
85552,16,32768,5241.09
85568,16,32768,5241.09
85584,16,32768,5241.09
85600,16,32768,5241.09
85616,16,32768,5241.09
85632,16,32768,5240.96
85648,16,32768,5241.09
85664,16,32768,5241.09
85680,16,32768,5241.09
85696,16,32768,5241.09
85712,16,32768,5241.47
85728,16,32768,5241.09
85744,16,32768,5241.09
85760,16,32768,5241.09
85776,16,32768,5241.09
85792,16,32768,5241.09
85808,16,32768,5241.09
85824,16,32768,5241.09
85840,16,32768,5241.47
85856,16,32768,5241.09
85872,16,32768,5241.09
85888,16,32768,5241.09
85904,16,32768,5241.09
85920,16,32768,5241.09
85936,16,32768,5241.47
85952,16,32768,5241.09
85968,16,32768,5241.09
85984,16,32768,5240.96
86000,16,32768,5241.09
86016,16,32768,5241.09
86032,16,32768,5240.45
86048,16,32768,5241.09
86064,16,32768,5241.09
86080,16,32768,5241.09
86096,16,32768,5241.09
86112,16,32768,5241.09
86128,16,32768,5241.09
86144,16,32768,5240.06
86160,16,32768,5240.45
86176,16,32768,5241.09
86192,16,32768,5241.09
86208,16,32768,5241.09
86224,16,32768,5241.6
86240,16,32768,5241.09
86256,16,32768,5240.58
86272,16,32768,5240.58
86288,16,32768,5241.09
86304,16,32768,5241.09
86320,16,32768,5241.09
86336,16,32768,5241.09
86352,16,32768,5241.09
86368,16,32768,5241.6
86384,16,32768,5240.96
86400,16,32768,5241.09
86416,16,32768,5241.47
86432,16,32768,5241.09
86448,16,32768,5241.09
86464,16,32768,5240.96
86480,16,32768,5241.09
86496,16,32768,5240.06
86512,16,32768,5241.09
86528,16,32768,5241.09
86544,16,32768,5240.96
86560,16,32768,5241.47
86576,16,32768,5242.88
86592,16,32768,5241.09
86608,16,32768,5241.6
86624,16,32768,5241.09
86640,16,32768,5241.09
86656,16,32768,5241.6
86672,16,32768,5241.09
86688,16,32768,5240.83
86704,16,32768,5241.09
86720,16,32768,5240.96
86736,16,32768,5241.47
86752,16,32768,5240.58
86768,16,32768,5241.09
86784,16,32768,5241.09
86800,16,32768,5241.09
86816,16,32768,5241.09
86832,16,32768,5240.83
86848,16,32768,5241.09
86864,16,32768,5241.09
86880,16,32768,5241.09
86896,16,32768,5241.09
86912,16,32768,5240.96
86928,16,32768,5241.09
86944,16,32768,5241.09
86960,16,32768,5241.09
86976,16,32768,5240.06
86992,16,32768,5240.83
87008,16,32768,5241.09
87024,16,32768,5241.09
87040,16,32768,5241.47
87056,16,32768,5241.09
87072,16,32768,5241.09
87088,16,32768,5241.09
87104,16,32768,5240.96
87120,16,32768,5241.09
87136,16,32768,5241.09
87152,16,32768,5241.09
87168,16,32768,5240.96
87184,16,32768,5241.09
87200,16,32768,5240.96
87216,16,32768,5241.09
87232,16,32768,5241.47
87248,16,32768,5241.09
87264,16,32768,5241.09
87280,16,32768,5241.09
87296,16,32768,5240.96
87312,16,32768,5241.09
87328,16,32768,5241.09
87344,16,32768,5241.09
87360,16,32768,5240.06
87376,16,32768,5241.09
87392,16,32768,5241.09
87408,16,32768,5240.96
87424,16,32768,5240.96
87440,16,32768,5240.96
87456,16,32768,5240.96
87472,16,32768,5240.83
87488,16,32768,5240.45
87504,16,32768,5240.83
87520,16,32768,5241.09
87536,16,32768,5241.09
87552,16,32768,5241.09
87568,16,32768,5241.6
87584,16,32768,5241.09
87600,16,32768,5241.09
87616,16,32768,5241.09
87632,16,32768,5240.06
87648,16,32768,5240.06
87664,16,32768,5241.09
87680,16,32768,5241.09
87696,16,32768,5240.96
87712,16,32768,5241.09
87728,16,32768,5240.96
87744,16,32768,5240.06
87760,16,32768,5240.96
87776,16,32768,5241.09
87792,16,32768,5240.96
87808,16,32768,5240.96
87824,16,32768,5241.09
87840,16,32768,5241.09
87856,16,32768,5241.09
87872,16,32768,5241.6
87888,16,32768,5241.09
87904,16,32768,5241.47
87920,16,32768,5241.09
87936,16,32768,5241.09
87952,16,32768,5241.47
87968,16,32768,5241.09
87984,16,32768,5241.09
88000,16,32768,5241.6
88016,16,32768,5241.09
88032,16,32768,5241.09
88048,16,32768,5241.09
88064,16,32768,5241.09
88080,16,32768,5241.47
88096,16,32768,5241.09
88112,16,32768,5241.09
88128,16,32768,5241.09
88144,16,32768,5241.86
88160,16,32768,5241.09
88176,16,32768,5241.09
88192,16,32768,5241.09
88208,16,32768,5241.09
88224,16,32768,5240.96
88240,16,32768,5241.09
88256,16,32768,5241.09
88272,16,32768,5241.09
88288,16,32768,5241.86
88304,16,32768,5241.09
88320,16,32768,5241.47
88336,16,32768,5241.09
88352,16,32768,5241.09
88368,16,32768,5241.09
88384,16,32768,5241.6
88400,16,32768,5241.09
88416,16,32768,5241.09
88432,16,32768,5241.6
88448,16,32768,5241.09
88464,16,32768,5241.09
88480,16,32768,5241.47
88496,16,32768,5241.09
88512,16,32768,5241.09
88528,16,32768,5242.62
88544,16,32768,5241.09
88560,16,32768,5241.09
88576,16,32768,5241.6
88592,16,32768,5241.09
88608,16,32768,5241.09
88624,16,32768,5240.96
88640,16,32768,5240.06
88656,16,32768,5240.83
88672,16,32768,5241.09
88688,16,32768,5242.11
88704,16,32768,5241.09
88720,16,32768,5241.09
88736,16,32768,5241.09
88752,16,32768,5241.09
88768,16,32768,5241.09
88784,16,32768,5241.09
88800,16,32768,5241.09
88816,16,32768,5241.09
88832,16,32768,5241.09
88848,16,32768,5241.47
88864,16,32768,5241.09
88880,16,32768,5241.09
88896,16,32768,5241.09
88912,16,32768,5241.09
88928,16,32768,5241.09
88944,16,32768,5241.09
88960,16,32768,5241.09
88976,16,32768,5241.47
88992,16,32768,5241.09
89008,16,32768,5242.11
89024,16,32768,5241.09
89040,16,32768,5241.09
89056,16,32768,5241.09
89072,16,32768,5241.47
89088,16,32768,5241.09
89104,16,32768,5241.86
89120,16,32768,5241.09
89136,16,32768,5241.09
89152,16,32768,5241.47
89168,16,32768,5241.09
89184,16,32768,5241.09
89200,16,32768,5241.09
89216,16,32768,5241.09
89232,16,32768,5241.09
89248,16,32768,5241.09
89264,16,32768,5241.09
89280,16,32768,5241.09
89296,16,32768,5241.47
89312,16,32768,5241.09
89328,16,32768,5241.09
89344,16,32768,5241.09
89360,16,32768,5241.09
89376,16,32768,5241.09
89392,16,32768,5241.09
89408,16,32768,5241.09
89424,16,32768,5241.47
89440,16,32768,5241.47
89456,16,32768,5241.09
89472,16,32768,5241.09
89488,16,32768,5241.09
89504,16,32768,5241.09
89520,16,32768,5241.09
89536,16,32768,5241.09
89552,16,32768,5241.09
89568,16,32768,5240.96
89584,16,32768,5241.09
89600,16,32768,5241.09
89616,16,32768,5241.09
89632,16,32768,5241.47
89648,16,32768,5241.09
89664,16,32768,5241.09
89680,16,32768,5241.09
89696,16,32768,5241.09
89712,16,32768,5241.09
89728,16,32768,5241.09
89744,16,32768,5241.98
89760,16,32768,5241.09
89776,16,32768,5241.09
89792,16,32768,5240.96
89808,16,32768,5241.09
89824,16,32768,5241.47
89840,16,32768,5241.09
89856,16,32768,5241.09
89872,16,32768,5241.86
89888,16,32768,5241.09
89904,16,32768,5241.09
89920,16,32768,5241.47
89936,16,32768,5241.09
89952,16,32768,5241.09
89968,16,32768,5241.09
89984,16,32768,5241.09
90000,16,32768,5241.09
90016,16,32768,5241.09
90032,16,32768,5241.09
90048,16,32768,5241.09
90064,16,32768,5241.09
90080,16,32768,5241.09
90096,16,32768,5241.09
90112,16,32768,5240.96
90128,16,32768,5241.09
90144,16,32768,5241.09
90160,16,32768,5241.09
90176,16,32768,5240.96
90192,16,32768,5241.09
90208,16,32768,5241.09
90224,16,32768,5241.47
90240,16,32768,5241.09
90256,16,32768,5241.47
90272,16,32768,5241.47
90288,16,32768,5241.09
90304,16,32768,5241.47
90320,16,32768,5241.09
90336,16,32768,5241.09
90352,16,32768,5241.09
90368,16,32768,5241.09
90384,16,32768,5241.09
90400,16,32768,5241.09
90416,16,32768,5241.47
90432,16,32768,5241.09
90448,16,32768,5242.11
90464,16,32768,5241.09
90480,16,32768,5242.37
90496,16,32768,5241.09
90512,16,32768,5241.09
90528,16,32768,5241.09
90544,16,32768,5241.09
90560,16,32768,5241.09
90576,16,32768,5241.47
90592,16,32768,5241.09
90608,16,32768,5241.09
90624,16,32768,5240.58
90640,16,32768,5241.47
90656,16,32768,5241.09
90672,16,32768,5241.6
90688,16,32768,5241.09
90704,16,32768,5241.09
90720,16,32768,5241.09
90736,16,32768,5241.09
90752,16,32768,5241.09
90768,16,32768,5241.09
90784,16,32768,5241.09
90800,16,32768,5241.09
90816,16,32768,5241.09
90832,16,32768,5241.47
90848,16,32768,5241.09
90864,16,32768,5241.09
90880,16,32768,5241.09
90896,16,32768,5241.09
90912,16,32768,5241.09
90928,16,32768,5241.6
90944,16,32768,5241.09
90960,16,32768,5241.98
90976,16,32768,5241.09
90992,16,32768,5241.09
91008,16,32768,5241.09
91024,16,32768,5241.09
91040,16,32768,5241.09
91056,16,32768,5241.09
91072,16,32768,5241.09
91088,16,32768,5241.47
91104,16,32768,5241.09
91120,16,32768,5241.09
91136,16,32768,5241.09
91152,16,32768,5241.09
91168,16,32768,5241.09
91184,16,32768,5241.09
91200,16,32768,5241.09
91216,16,32768,5241.47
91232,16,32768,5241.09
91248,16,32768,5241.09
91264,16,32768,5241.47
91280,16,32768,5241.09
91296,16,32768,5241.09
91312,16,32768,5241.98
91328,16,32768,5241.09
91344,16,32768,5241.09
91360,16,32768,5241.09
91376,16,32768,5241.09
91392,16,32768,5241.09
91408,16,32768,5241.09
91424,16,32768,5241.09
91440,16,32768,5241.09
91456,16,32768,5241.09
91472,16,32768,5241.09
91488,16,32768,5241.09
91504,16,32768,5241.47
91520,16,32768,5241.09
91536,16,32768,5241.09
91552,16,32768,5241.09
91568,16,32768,5241.09
91584,16,32768,5241.09
91600,16,32768,5241.09
91616,16,32768,5241.09
91632,16,32768,5241.09
91648,16,32768,5241.47
91664,16,32768,5241.09
91680,16,32768,5241.09
91696,16,32768,5241.09
91712,16,32768,5241.09
91728,16,32768,5241.09
91744,16,32768,5241.09
91760,16,32768,5241.47
91776,16,32768,5241.09
91792,16,32768,5240.96
91808,16,32768,5241.09
91824,16,32768,5241.09
91840,16,32768,5241.09
91856,16,32768,5241.09
91872,16,32768,5241.09
91888,16,32768,5241.09
91904,16,32768,5240.58
91920,16,32768,5241.09
91936,16,32768,5241.86
91952,16,32768,5241.6
91968,16,32768,5241.09
91984,16,32768,5241.47
92000,16,32768,5241.09
92016,16,32768,5241.09
92032,16,32768,5241.09
92048,16,32768,5241.09
92064,16,32768,5241.47
92080,16,32768,5241.09
92096,16,32768,5241.09
92112,16,32768,5241.09
92128,16,32768,5241.09
92144,16,32768,5241.6
92160,16,32768,5241.09
92176,16,32768,5241.6
92192,16,32768,5241.09
92208,16,32768,5241.6
92224,16,32768,5241.98
92240,16,32768,5241.47
92256,16,32768,5241.09
92272,16,32768,5242.11
92288,16,32768,5241.09
92304,16,32768,5241.47
92320,16,32768,5241.09
92336,16,32768,5241.09
92352,16,32768,5241.09
92368,16,32768,5241.09
92384,16,32768,5241.6
92400,16,32768,5241.09
92416,16,32768,5244.03
92432,16,32768,5242.37
92448,16,32768,5241.09
92464,16,32768,5241.09
92480,16,32768,5240.58
92496,16,32768,5240.96
92512,16,32768,5241.98
92528,16,32768,5241.98
92544,16,32768,5241.09
92560,16,32768,5241.6
92576,16,32768,5241.09
92592,16,32768,5241.09
92608,16,32768,5241.6
92624,16,32768,5241.6
92640,16,32768,5241.09
92656,16,32768,5241.09
92672,16,32768,5241.09
92688,16,32768,5241.09
92704,16,32768,5241.09
92720,16,32768,5241.09
92736,16,32768,5241.09
92752,16,32768,5241.98
92768,16,32768,5241.09
92784,16,32768,5241.09
92800,16,32768,5241.09
92816,16,32768,5241.09
92832,16,32768,5241.09
92848,16,32768,5241.98
92864,16,32768,5240.96
92880,16,32768,5241.09
92896,16,32768,5241.09
92912,16,32768,5242.11
92928,16,32768,5241.09
92944,16,32768,5241.47
92960,16,32768,5241.09
92976,16,32768,5241.09
92992,16,32768,5241.09
93008,16,32768,5241.09
93024,16,32768,5240.96
93040,16,32768,5241.09
93056,16,32768,5241.47
93072,16,32768,5241.09
93088,16,32768,5241.09
93104,16,32768,5241.09
93120,16,32768,5245.57
93136,16,32768,5241.09
93152,16,32768,5241.09
93168,16,32768,5241.98
93184,16,32768,5241.6
93200,16,32768,5241.09
93216,16,32768,5241.09
93232,16,32768,5241.47
93248,16,32768,5241.09
93264,16,32768,5241.09
93280,16,32768,5241.6
93296,16,32768,5241.09
93312,16,32768,5241.09
93328,16,32768,5240.96
93344,16,32768,5241.09
93360,16,32768,5241.09
93376,16,32768,5241.6
93392,16,32768,5241.09
93408,16,32768,5241.6
93424,16,32768,5241.09
93440,16,32768,5241.09
93456,16,32768,5241.09
93472,16,32768,5241.09
93488,16,32768,5241.09
93504,16,32768,5241.09
93520,16,32768,5241.98
93536,16,32768,5241.09
93552,16,32768,5241.09
93568,16,32768,5241.47
93584,16,32768,5241.09
93600,16,32768,5241.09
93616,16,32768,5243.01
93632,16,32768,5241.09
93648,16,32768,5241.09
93664,16,32768,5241.47
93680,16,32768,5241.09
93696,16,32768,5241.09
93712,16,32768,5241.09
93728,16,32768,5241.47
93744,16,32768,5241.6
93760,16,32768,5241.09
93776,16,32768,5241.09
93792,16,32768,5241.09
93808,16,32768,5241.98
93824,16,32768,5241.09
93840,16,32768,5241.09
93856,16,32768,5241.47
93872,16,32768,5241.09
93888,16,32768,5241.6
93904,16,32768,5241.6
93920,16,32768,5241.09
93936,16,32768,5241.09
93952,16,32768,5241.09
93968,16,32768,5241.09
93984,16,32768,5241.09
94000,16,32768,5242.11
94016,16,32768,5245.06
94032,16,32768,5241.6
94048,16,32768,5241.09
94064,16,32768,5241.09
94080,16,32768,5243.14
94096,16,32768,5241.98
94112,16,32768,5241.09
94128,16,32768,5241.09
94144,16,32768,5241.09
94160,16,32768,5241.09
94176,16,32768,5241.47
94192,16,32768,5240.83
94208,16,32768,5240.06
94224,16,32768,5240.96
94240,16,32768,5241.6
94256,16,32768,5241.47
94272,16,32768,5241.09
94288,16,32768,5241.6
94304,16,32768,5241.09
94320,16,32768,5241.09
94336,16,32768,5241.98
94352,16,32768,5241.09
94368,16,32768,5243.01
94384,16,32768,5242.62
94400,16,32768,5241.09
94416,16,32768,5241.09
94432,16,32768,5240.96
94448,16,32768,5240.96
94464,16,32768,5241.09
94480,16,32768,5242.5
94496,16,32768,5241.09
94512,16,32768,5241.09
94528,16,32768,5241.6
94544,16,32768,5241.6
94560,16,32768,5241.6
94576,16,32768,5241.47
94592,16,32768,5241.09
94608,16,32768,5241.09
94624,16,32768,5241.47
94640,16,32768,5241.09
94656,16,32768,5241.09
94672,16,32768,5241.47
94688,16,32768,5241.09
94704,16,32768,5241.98
94720,16,32768,5241.09
94736,16,32768,5241.09
94752,16,32768,5241.09
94768,16,32768,5240.06
94784,16,32768,5240.06
94800,16,32768,5241.09
94816,16,32768,5241.6
94832,16,32768,5241.6
94848,16,32768,5241.09
94864,16,32768,5242.11
94880,16,32768,5241.09
94896,16,32768,5241.86
94912,16,32768,5241.98
94928,16,32768,5243.14
94944,16,32768,5241.09
94960,16,32768,5241.09
94976,16,32768,5241.09
94992,16,32768,5241.09
95008,16,32768,5241.47
95024,16,32768,5241.09
95040,16,32768,5241.09
95056,16,32768,5241.09
95072,16,32768,5245.06
95088,16,32768,5241.09
95104,16,32768,5241.09
95120,16,32768,5241.98
95136,16,32768,5241.09
95152,16,32768,5241.09
95168,16,32768,5241.09
95184,16,32768,5241.09
95200,16,32768,5241.47
95216,16,32768,5241.47
95232,16,32768,5241.6
95248,16,32768,5241.47
95264,16,32768,5241.09
95280,16,32768,5241.09
95296,16,32768,5242.11
95312,16,32768,5241.09
95328,16,32768,5241.09
95344,16,32768,5241.09
95360,16,32768,5241.6
95376,16,32768,5241.09
95392,16,32768,5241.09
95408,16,32768,5241.98
95424,16,32768,5241.09
95440,16,32768,5241.86
95456,16,32768,5241.09
95472,16,32768,5241.47
95488,16,32768,5241.09
95504,16,32768,5241.09
95520,16,32768,5241.47
95536,16,32768,5241.6
95552,16,32768,5241.09
95568,16,32768,5243.65
95584,16,32768,5241.09
95600,16,32768,5241.98
95616,16,32768,5241.09
95632,16,32768,5241.09
95648,16,32768,5241.09
95664,16,32768,5241.09
95680,16,32768,5241.6
95696,16,32768,5241.09
95712,16,32768,5241.09
95728,16,32768,5241.09
95744,16,32768,5241.09
95760,16,32768,5241.98
95776,16,32768,5241.6
95792,16,32768,5241.09
95808,16,32768,5241.09
95824,16,32768,5241.47
95840,16,32768,5241.09
95856,16,32768,5241.6
95872,16,32768,5241.98
95888,16,32768,5241.47
95904,16,32768,5241.09
95920,16,32768,5241.09
95936,16,32768,5241.09
95952,16,32768,5241.6
95968,16,32768,5246.08
95984,16,32768,5241.47
96000,16,32768,5241.09
96016,16,32768,5241.98
96032,16,32768,5242.5
96048,16,32768,5241.09
96064,16,32768,5241.6
96080,16,32768,5241.98
96096,16,32768,5241.09
96112,16,32768,5241.47
96128,16,32768,5241.47
96144,16,32768,5241.09
96160,16,32768,5241.86
96176,16,32768,5241.47
96192,16,32768,5241.09
96208,16,32768,5241.98
96224,16,32768,5240.83
96240,16,32768,5241.09
96256,16,32768,5241.09
96272,16,32768,5241.98
96288,16,32768,5241.09
96304,16,32768,5241.09
96320,16,32768,5244.54
96336,16,32768,5242.62
96352,16,32768,5241.09
96368,16,32768,5241.09
96384,16,32768,5241.09
96400,16,32768,5241.09
96416,16,32768,5241.09
96432,16,32768,5241.98
96448,16,32768,5241.09
96464,16,32768,5242.11
96480,16,32768,5241.09
96496,16,32768,5241.09
96512,16,32768,5241.09
96528,16,32768,5241.86
96544,16,32768,5242.11
96560,16,32768,5241.09
96576,16,32768,5241.09
96592,16,32768,5240.96
96608,16,32768,5240.96
96624,16,32768,5241.09
96640,16,32768,5241.86
96656,16,32768,5241.86
96672,16,32768,5241.09
96688,16,32768,5241.98
96704,16,32768,5241.09
96720,16,32768,5241.09
96736,16,32768,5241.09
96752,16,32768,5241.47
96768,16,32768,5241.98
96784,16,32768,5241.86
96800,16,32768,5241.09
96816,16,32768,5241.6
96832,16,32768,5241.09
96848,16,32768,5241.6
96864,16,32768,5241.09
96880,16,32768,5242.5
96896,16,32768,5241.09
96912,16,32768,5241.98
96928,16,32768,5241.09
96944,16,32768,5241.47
96960,16,32768,5241.09
96976,16,32768,5241.09
96992,16,32768,5241.09
97008,16,32768,5241.09
97024,16,32768,5244.54
97040,16,32768,5241.09
97056,16,32768,5241.6
97072,16,32768,5242.11
97088,16,32768,5241.09
97104,16,32768,5241.98
97120,16,32768,5241.09
97136,16,32768,5241.98
97152,16,32768,5241.09
97168,16,32768,5241.98
97184,16,32768,5241.09
97200,16,32768,5241.6
97216,16,32768,5241.47
97232,16,32768,5241.47
97248,16,32768,5241.6
97264,16,32768,5241.09
97280,16,32768,5241.09
97296,16,32768,5241.09
97312,16,32768,5241.98
97328,16,32768,5241.47
97344,16,32768,5242.11
97360,16,32768,5242.11
97376,16,32768,5241.09
97392,16,32768,5241.09
97408,16,32768,5241.98
97424,16,32768,5241.98
97440,16,32768,5241.09
97456,16,32768,5241.47
97472,16,32768,5242.62
